/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2102.79, 6217.37)
    train/valid/test-data-iterators-setup ..........: (78921.49, 82822.24)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration        1/   51900 | consumed samples:         1024 | elapsed time per iteration (ms): 52794.2 | learning rate: 1.000E-07 | global batch size:  1024 | lm loss: 1.172341E+01 | loss scale: 1.0 | grad norm: 39.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1029/   51900 | consumed samples:      1053696 | elapsed time per iteration (ms): 40362.6 | learning rate: 1.029E-04 | global batch size:  1024 | lm loss: 2.936253E+00 | loss scale: 1.0 | grad norm: 0.710 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1030/   51900 | consumed samples:      1054720 | elapsed time per iteration (ms): 40404.7 | learning rate: 1.030E-04 | global batch size:  1024 | lm loss: 2.900829E+00 | loss scale: 1.0 | grad norm: 0.662 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1031/   51900 | consumed samples:      1055744 | elapsed time per iteration (ms): 40366.7 | learning rate: 1.031E-04 | global batch size:  1024 | lm loss: 2.897463E+00 | loss scale: 1.0 | grad norm: 0.585 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1032/   51900 | consumed samples:      1056768 | elapsed time per iteration (ms): 40391.3 | learning rate: 1.032E-04 | global batch size:  1024 | lm loss: 2.872233E+00 | loss scale: 1.0 | grad norm: 0.532 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1033/   51900 | consumed samples:      1057792 | elapsed time per iteration (ms): 40372.5 | learning rate: 1.033E-04 | global batch size:  1024 | lm loss: 2.876005E+00 | loss scale: 1.0 | grad norm: 0.488 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1034/   51900 | consumed samples:      1058816 | elapsed time per iteration (ms): 40374.4 | learning rate: 1.034E-04 | global batch size:  1024 | lm loss: 2.866880E+00 | loss scale: 1.0 | grad norm: 0.402 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1035/   51900 | consumed samples:      1059840 | elapsed time per iteration (ms): 40377.8 | learning rate: 1.035E-04 | global batch size:  1024 | lm loss: 2.861418E+00 | loss scale: 1.0 | grad norm: 0.362 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1036/   51900 | consumed samples:      1060864 | elapsed time per iteration (ms): 40372.9 | learning rate: 1.036E-04 | global batch size:  1024 | lm loss: 2.875224E+00 | loss scale: 1.0 | grad norm: 0.377 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1037/   51900 | consumed samples:      1061888 | elapsed time per iteration (ms): 40386.0 | learning rate: 1.037E-04 | global batch size:  1024 | lm loss: 2.852871E+00 | loss scale: 1.0 | grad norm: 0.402 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1038/   51900 | consumed samples:      1062912 | elapsed time per iteration (ms): 40433.0 | learning rate: 1.038E-04 | global batch size:  1024 | lm loss: 2.843335E+00 | loss scale: 1.0 | grad norm: 0.748 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1039/   51900 | consumed samples:      1063936 | elapsed time per iteration (ms): 40385.7 | learning rate: 1.039E-04 | global batch size:  1024 | lm loss: 2.840144E+00 | loss scale: 1.0 | grad norm: 0.564 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1040/   51900 | consumed samples:      1064960 | elapsed time per iteration (ms): 40433.0 | learning rate: 1.040E-04 | global batch size:  1024 | lm loss: 2.871919E+00 | loss scale: 1.0 | grad norm: 0.539 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1041/   51900 | consumed samples:      1065984 | elapsed time per iteration (ms): 40400.8 | learning rate: 1.041E-04 | global batch size:  1024 | lm loss: 2.865953E+00 | loss scale: 1.0 | grad norm: 0.412 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1042/   51900 | consumed samples:      1067008 | elapsed time per iteration (ms): 40377.4 | learning rate: 1.042E-04 | global batch size:  1024 | lm loss: 2.841381E+00 | loss scale: 1.0 | grad norm: 0.566 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1043/   51900 | consumed samples:      1068032 | elapsed time per iteration (ms): 40384.2 | learning rate: 1.043E-04 | global batch size:  1024 | lm loss: 2.879644E+00 | loss scale: 1.0 | grad norm: 1.491 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1044/   51900 | consumed samples:      1069056 | elapsed time per iteration (ms): 40384.6 | learning rate: 1.044E-04 | global batch size:  1024 | lm loss: 2.849090E+00 | loss scale: 1.0 | grad norm: 0.679 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1045/   51900 | consumed samples:      1070080 | elapsed time per iteration (ms): 40379.0 | learning rate: 1.045E-04 | global batch size:  1024 | lm loss: 2.846228E+00 | loss scale: 1.0 | grad norm: 0.392 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1046/   51900 | consumed samples:      1071104 | elapsed time per iteration (ms): 40382.8 | learning rate: 1.046E-04 | global batch size:  1024 | lm loss: 2.862838E+00 | loss scale: 1.0 | grad norm: 1.429 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1047/   51900 | consumed samples:      1072128 | elapsed time per iteration (ms): 40377.5 | learning rate: 1.047E-04 | global batch size:  1024 | lm loss: 2.858998E+00 | loss scale: 1.0 | grad norm: 0.930 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1048/   51900 | consumed samples:      1073152 | elapsed time per iteration (ms): 40404.2 | learning rate: 1.048E-04 | global batch size:  1024 | lm loss: 2.858891E+00 | loss scale: 1.0 | grad norm: 0.566 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1049/   51900 | consumed samples:      1074176 | elapsed time per iteration (ms): 40380.3 | learning rate: 1.049E-04 | global batch size:  1024 | lm loss: 2.850876E+00 | loss scale: 1.0 | grad norm: 0.591 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1050/   51900 | consumed samples:      1075200 | elapsed time per iteration (ms): 40363.0 | learning rate: 1.050E-04 | global batch size:  1024 | lm loss: 2.857765E+00 | loss scale: 1.0 | grad norm: 0.687 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1051/   51900 | consumed samples:      1076224 | elapsed time per iteration (ms): 40381.4 | learning rate: 1.051E-04 | global batch size:  1024 | lm loss: 2.838334E+00 | loss scale: 1.0 | grad norm: 0.516 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1052/   51900 | consumed samples:      1077248 | elapsed time per iteration (ms): 40376.7 | learning rate: 1.052E-04 | global batch size:  1024 | lm loss: 2.824230E+00 | loss scale: 1.0 | grad norm: 0.491 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1053/   51900 | consumed samples:      1078272 | elapsed time per iteration (ms): 40385.0 | learning rate: 1.053E-04 | global batch size:  1024 | lm loss: 2.825495E+00 | loss scale: 1.0 | grad norm: 0.522 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1054/   51900 | consumed samples:      1079296 | elapsed time per iteration (ms): 40385.7 | learning rate: 1.054E-04 | global batch size:  1024 | lm loss: 2.819018E+00 | loss scale: 1.0 | grad norm: 0.585 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1055/   51900 | consumed samples:      1080320 | elapsed time per iteration (ms): 40374.4 | learning rate: 1.055E-04 | global batch size:  1024 | lm loss: 2.834096E+00 | loss scale: 1.0 | grad norm: 0.390 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1056/   51900 | consumed samples:      1081344 | elapsed time per iteration (ms): 40382.9 | learning rate: 1.056E-04 | global batch size:  1024 | lm loss: 2.818878E+00 | loss scale: 1.0 | grad norm: 0.486 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1057/   51900 | consumed samples:      1082368 | elapsed time per iteration (ms): 40340.3 | learning rate: 1.057E-04 | global batch size:  1024 | lm loss: 2.811296E+00 | loss scale: 1.0 | grad norm: 1.006 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1058/   51900 | consumed samples:      1083392 | elapsed time per iteration (ms): 40386.6 | learning rate: 1.058E-04 | global batch size:  1024 | lm loss: 2.823817E+00 | loss scale: 1.0 | grad norm: 0.354 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1059/   51900 | consumed samples:      1084416 | elapsed time per iteration (ms): 40383.5 | learning rate: 1.059E-04 | global batch size:  1024 | lm loss: 2.820604E+00 | loss scale: 1.0 | grad norm: 0.355 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1060/   51900 | consumed samples:      1085440 | elapsed time per iteration (ms): 40387.9 | learning rate: 1.060E-04 | global batch size:  1024 | lm loss: 2.797809E+00 | loss scale: 1.0 | grad norm: 0.281 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1061/   51900 | consumed samples:      1086464 | elapsed time per iteration (ms): 40396.0 | learning rate: 1.061E-04 | global batch size:  1024 | lm loss: 2.785597E+00 | loss scale: 1.0 | grad norm: 0.317 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1062/   51900 | consumed samples:      1087488 | elapsed time per iteration (ms): 40387.4 | learning rate: 1.062E-04 | global batch size:  1024 | lm loss: 2.815870E+00 | loss scale: 1.0 | grad norm: 0.325 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1063/   51900 | consumed samples:      1088512 | elapsed time per iteration (ms): 40375.7 | learning rate: 1.063E-04 | global batch size:  1024 | lm loss: 2.801450E+00 | loss scale: 1.0 | grad norm: 0.346 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1064/   51900 | consumed samples:      1089536 | elapsed time per iteration (ms): 40359.1 | learning rate: 1.064E-04 | global batch size:  1024 | lm loss: 2.821536E+00 | loss scale: 1.0 | grad norm: 0.397 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1065/   51900 | consumed samples:      1090560 | elapsed time per iteration (ms): 40359.7 | learning rate: 1.065E-04 | global batch size:  1024 | lm loss: 2.796770E+00 | loss scale: 1.0 | grad norm: 0.444 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1066/   51900 | consumed samples:      1091584 | elapsed time per iteration (ms): 40370.8 | learning rate: 1.066E-04 | global batch size:  1024 | lm loss: 2.796199E+00 | loss scale: 1.0 | grad norm: 0.498 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1067/   51900 | consumed samples:      1092608 | elapsed time per iteration (ms): 40374.5 | learning rate: 1.067E-04 | global batch size:  1024 | lm loss: 2.814687E+00 | loss scale: 1.0 | grad norm: 0.515 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1068/   51900 | consumed samples:      1093632 | elapsed time per iteration (ms): 40368.1 | learning rate: 1.068E-04 | global batch size:  1024 | lm loss: 2.805314E+00 | loss scale: 1.0 | grad norm: 0.406 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1069/   51900 | consumed samples:      1094656 | elapsed time per iteration (ms): 40375.1 | learning rate: 1.069E-04 | global batch size:  1024 | lm loss: 2.774568E+00 | loss scale: 1.0 | grad norm: 0.367 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1070/   51900 | consumed samples:      1095680 | elapsed time per iteration (ms): 40385.9 | learning rate: 1.070E-04 | global batch size:  1024 | lm loss: 2.786060E+00 | loss scale: 1.0 | grad norm: 0.373 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1071/   51900 | consumed samples:      1096704 | elapsed time per iteration (ms): 40359.3 | learning rate: 1.071E-04 | global batch size:  1024 | lm loss: 2.797707E+00 | loss scale: 1.0 | grad norm: 0.465 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1072/   51900 | consumed samples:      1097728 | elapsed time per iteration (ms): 40428.5 | learning rate: 1.072E-04 | global batch size:  1024 | lm loss: 2.789783E+00 | loss scale: 1.0 | grad norm: 0.418 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1073/   51900 | consumed samples:      1098752 | elapsed time per iteration (ms): 40386.5 | learning rate: 1.073E-04 | global batch size:  1024 | lm loss: 2.782604E+00 | loss scale: 1.0 | grad norm: 0.607 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1074/   51900 | consumed samples:      1099776 | elapsed time per iteration (ms): 40371.0 | learning rate: 1.074E-04 | global batch size:  1024 | lm loss: 2.806429E+00 | loss scale: 1.0 | grad norm: 0.576 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1075/   51900 | consumed samples:      1100800 | elapsed time per iteration (ms): 40361.3 | learning rate: 1.075E-04 | global batch size:  1024 | lm loss: 2.782921E+00 | loss scale: 1.0 | grad norm: 0.406 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1076/   51900 | consumed samples:      1101824 | elapsed time per iteration (ms): 40421.5 | learning rate: 1.076E-04 | global batch size:  1024 | lm loss: 2.798966E+00 | loss scale: 1.0 | grad norm: 0.415 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1077/   51900 | consumed samples:      1102848 | elapsed time per iteration (ms): 40390.9 | learning rate: 1.077E-04 | global batch size:  1024 | lm loss: 2.794461E+00 | loss scale: 1.0 | grad norm: 0.411 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1078/   51900 | consumed samples:      1103872 | elapsed time per iteration (ms): 40363.0 | learning rate: 1.078E-04 | global batch size:  1024 | lm loss: 2.771310E+00 | loss scale: 1.0 | grad norm: 0.509 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1079/   51900 | consumed samples:      1104896 | elapsed time per iteration (ms): 40371.4 | learning rate: 1.079E-04 | global batch size:  1024 | lm loss: 2.773289E+00 | loss scale: 1.0 | grad norm: 0.556 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1080/   51900 | consumed samples:      1105920 | elapsed time per iteration (ms): 40399.2 | learning rate: 1.080E-04 | global batch size:  1024 | lm loss: 2.798144E+00 | loss scale: 1.0 | grad norm: 0.449 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1081/   51900 | consumed samples:      1106944 | elapsed time per iteration (ms): 40403.1 | learning rate: 1.081E-04 | global batch size:  1024 | lm loss: 2.757258E+00 | loss scale: 1.0 | grad norm: 0.485 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1082/   51900 | consumed samples:      1107968 | elapsed time per iteration (ms): 40393.5 | learning rate: 1.082E-04 | global batch size:  1024 | lm loss: 2.781531E+00 | loss scale: 1.0 | grad norm: 0.536 | number of skipped iterations:   0 | number of nan iterations:   0 |
